Gender|Customer Type|Age|Type of Travel|Class|Flight Distance|Food and drink|On-board service|Leg room service|Departure Delay in Minutes|satisfaction|Customer ID|isPilot
Female|Loyal Customer|46.0|Personal Travel|Eco|2586|3|4|4|59|neutral or dissatisfied|291|False
Male|disloyal Customer|39.0|Business travel|Business|140|4|3|4|0|satisfied|292|False
Female|disloyal Customer|21.0|Business travel|Eco Plus|903|1|4|5|35|neutral or dissatisfied|293|False
Male|Loyal Customer|46.0|Business travel|Business|2423|2|4|4|1|satisfied|294|False
Female|Loyal Customer|36.0|Business travel|Business|3130|5|5|5|62|satisfied|295|False
Male|Loyal Customer|60.0|Business travel|Business|2198|3|4|4|23|satisfied|296|False
Male|Loyal Customer|23.0|Business travel|Eco Plus|602|2|3|4|21|neutral or dissatisfied|297|False
Male|Loyal Customer|52.0|Personal Travel|Eco|685|4|3|4|0|satisfied|298|False
Male|Loyal Customer|36.0|Business travel|Eco|1208|4|2|1|3|satisfied|299|False
Male|Loyal Customer|41.0|Business travel|Business|2789|4|4|3|10|satisfied|300|False
Male|Loyal Customer|45.0|Business travel|Business|3305|3|4|4|8|satisfied|301|False
Male|Loyal Customer|67.0|Personal Travel|Eco|2342|5|4|2|0|neutral or dissatisfied|302|False
Female|Loyal Customer|45.0|Business travel|Business|3712|3|4|4|0|satisfied|303|False
Female|Loyal Customer|56.0|Personal Travel|Eco|1431|4|1|3|91|neutral or dissatisfied|304|False
Female|disloyal Customer|62.0|Business travel|Eco|255|2|1|5|113|neutral or dissatisfied|305|False
Female|Loyal Customer|30.0|Business travel|Business|3720|2|2|4|27|neutral or dissatisfied|306|False
Male|Loyal Customer|48.0|Business travel|Eco|1107|4|3|5|0|satisfied|307|False
Female|Loyal Customer|32.0|Business travel|Business|2999|4|3|4|28|satisfied|308|False
Female|Loyal Customer|30.0|Business travel|Business|2438|2|5|3|38|satisfied|309|False
Female|disloyal Customer|40.0|Business travel|Business|156|4|2|4|0|neutral or dissatisfied|310|False
Male|Loyal Customer|42.0|Business travel|Business|3665|5|4|4|83|satisfied|311|False
Female|Loyal Customer|52.0|Business travel|Business|2917|5|4|4|15|satisfied|312|False
Male|Loyal Customer|50.0|Business travel|Business|1235|3|5|5|0|satisfied|313|False
Female|Loyal Customer|18.0|Personal Travel|Eco Plus|549|2|5|5|0|neutral or dissatisfied|314|False
Male|Loyal Customer|30.0|Business travel|Business|1500|5|4|3|0|satisfied|315|False
Female|disloyal Customer|26.0|Business travel|Eco|190|1|4|5|0|neutral or dissatisfied|316|False
Male|disloyal Customer|37.0|Business travel|Business|468|4|4|4|0|satisfied|317|False
Male|Loyal Customer|64.0|Personal Travel|Eco|261|1|3|1|0|neutral or dissatisfied|318|False
Male|disloyal Customer|21.0|Business travel|Business|255|2|5|4|0|satisfied|319|False
Female|Loyal Customer|52.0|Business travel|Business|1609|3|3|3|0|neutral or dissatisfied|320|False
Female|Loyal Customer|52.0|Business travel|Business|413|5|5|5|4|satisfied|321|False
Female|Loyal Customer|29.0|Personal Travel|Eco|119|5|4|5|0|neutral or dissatisfied|322|False
Female|Loyal Customer|13.0|Personal Travel|Eco|387|1|4|1|16|neutral or dissatisfied|323|False
Male|Loyal Customer|28.0|Business travel|Business|1087|5|3|2|0|satisfied|324|False
Male|Loyal Customer|13.0|Personal Travel|Eco|323|2|1|5|15|neutral or dissatisfied|325|False
Male|Loyal Customer|16.0|Personal Travel|Eco|282|5|3|3|8|neutral or dissatisfied|326|False
Male|Loyal Customer|58.0|Business travel|Business|1721|3|4|4|18|satisfied|327|False
Male|disloyal Customer|-24.0|Business travel|Eco|347|5|3|5|0|neutral or dissatisfied|328|False
Male|Loyal Customer|25.0|Business travel|Business|3465|2|4|5|0|neutral or dissatisfied|329|False
Male|Loyal Customer|34.0|Personal Travel|Eco|948|4|4|3|0|neutral or dissatisfied|330|False
Female|Loyal Customer|44.0|Business travel|Business|1707|5|5|5|0|satisfied|331|False
Female|Loyal Customer|23.0|Personal Travel|Eco Plus|1372|1|3|2|0|neutral or dissatisfied|332|False
Male|disloyal Customer|20.0|Business travel|Business|369|1|5|2|0|satisfied|333|False
Male|Loyal Customer|8.0|Personal Travel|Eco|552|3|3|2|0|neutral or dissatisfied|334|False
Female|Loyal Customer|26.0|Business travel|Eco|1188|1|2|3|0|neutral or dissatisfied|335|False
Male|Loyal Customer|43.0|Business travel|Eco|1005|5|4|1|0|neutral or dissatisfied|336|False
Female|Loyal Customer|72.0|Business travel|Business|1870|3|2|2|0|neutral or dissatisfied|337|False
Female|Loyal Customer|48.0|Business travel|Eco|896|4|2|2|12|satisfied|338|False
Male|Loyal Customer|27.0|Personal Travel|Eco|429|3|5|3|0|neutral or dissatisfied|339|False
Male|Loyal Customer|25.0|Business travel|Business|1796|4|5|3|176|neutral or dissatisfied|340|False
Male|disloyal Customer|26.0|Business travel|Eco|842|5|1|3|38|neutral or dissatisfied|341|False
Male|disloyal Customer|16.0|Business travel|Business|1107|1|1|5|0|neutral or dissatisfied|342|False
Female|disloyal Customer|36.0|Business travel|Business|327|5|5|4|0|neutral or dissatisfied|343|False
Male|Loyal Customer|55.0|Personal Travel|Business|432|5|3|2|0|neutral or dissatisfied|344|False
Female|disloyal Customer|23.0|Business travel|Eco|577|5|4|2|0|satisfied|345|False
Male|Loyal Customer|50.0|Business travel|Business|1877|5|2|2|0|neutral or dissatisfied|346|False
Female|Loyal Customer|45.0|Business travel|Business|1123|2|5|5|0|satisfied|347|False
Male|Loyal Customer|57.0|Business travel|Business|1749|4|5|5|19|satisfied|348|False
Female|Loyal Customer|50.0|Business travel|Business|2454|5|3|3|46|satisfied|349|False
Female|Loyal Customer|42.0|Personal Travel|Eco|270|3|4|1|0|neutral or dissatisfied|350|False
Female|Loyal Customer|34.0|Business travel|Business|1825|3|5|4|13|satisfied|351|False
Female|disloyal Customer|17.0|Business travel|Eco Plus|191|4|4|1|39|neutral or dissatisfied|352|False
Male|Loyal Customer|45.0|Business travel|Business|679|4|5|5|0|satisfied|353|False
Female|Loyal Customer|59.0|Business travel|Business|812|4|2|2|0|satisfied|354|False
Male|Loyal Customer|39.0|Business travel|Eco|1056|5|3|2|20|satisfied|355|False
Male|Loyal Customer|28.0|Business travel|Business|101|2|2|2|0|neutral or dissatisfied|356|False
Female|Loyal Customer|44.0|Personal Travel|Eco|73|4|1|2|0|neutral or dissatisfied|357|False
Male|Loyal Customer|9.0|Personal Travel|Eco|936|4|5|4|22|satisfied|358|False
Female|Loyal Customer|24.0|Business travel|Eco|287|5|2|2|0|neutral or dissatisfied|359|False
Female|Loyal Customer|37.0|Personal Travel|Eco|255|3|1|4|0|neutral or dissatisfied|360|False
Female|disloyal Customer|25.0|Business travel|Eco|317|5|5|1|9|satisfied|361|False
Male|Loyal Customer|22.0|Business travel|Business|2027|4|5|3|7|satisfied|362|False
Male|Loyal Customer|55.0|Business travel|Business|936|5|3|3|0|satisfied|363|False
Male|Loyal Customer|53.0|Business travel|Eco|432|4|4|3|0|satisfied|364|False
Female|Loyal Customer|46.0|Business travel|Business|888|5|4|4|0|satisfied|365|False
Male|Loyal Customer|62.0|Personal Travel|Eco|1061|5|4|4|0|satisfied|366|False
Female|Loyal Customer|53.0|Business travel|Business|216|5|5|5|0|satisfied|367|False
Female|Loyal Customer|50.0|Business travel|Business|1814|2|5|5|0|satisfied|368|False
Male|Loyal Customer|57.0|Business travel|Business|2993|2|4|4|0|satisfied|369|False
Female|Loyal Customer|54.0|Business travel|Business|2632|2|3|4|0|satisfied|370|False
Female|Loyal Customer|42.0|Business travel|Business|199|5|5|5|0|satisfied|371|False
Male|Loyal Customer|17.0|Personal Travel|Eco|802|4|2|5|0|neutral or dissatisfied|372|False
Female|Loyal Customer|53.0|Business travel|Business|581|3|4|4|1|satisfied|373|False
Male|Loyal Customer|49.0|Business travel|Business|1938|3|4|4|22|satisfied|374|False
Female|Loyal Customer|37.0|Business travel|Eco Plus|174|5|5|1|0|satisfied|375|False
Male|Loyal Customer|35.0|Business travel|Eco|326|4|2|5|0|satisfied|376|False
Male|Loyal Customer|30.0|Business travel|Business|1821|2|1|2|5|neutral or dissatisfied|377|False
Female|Loyal Customer|16.0|Personal Travel|Eco|1437|5|3|3|0|neutral or dissatisfied|378|False
Male|Loyal Customer|46.0|Business travel|Business|3995|3|5|5|0|satisfied|379|False
Female|Loyal Customer|51.0|Business travel|Business|1488|4|2|2|73|neutral or dissatisfied|380|False
Male|Loyal Customer|70.0|Personal Travel|Eco|1892|1|4|4|0|neutral or dissatisfied|381|False
Male|disloyal Customer|26.0|Business travel|Business|502|5|4|3|53|neutral or dissatisfied|382|False
Male|Loyal Customer|46.0|Business travel|Business|2491|4|4|4|0|satisfied|383|False
Female|Loyal Customer|12.0|Personal Travel|Eco|944|1|1|4|20|neutral or dissatisfied|384|False
Male|Loyal Customer|25.0|Business travel|Business|496|4|3|2|0|satisfied|385|False
Female|Loyal Customer|63.0|Business travel|Business|329|5|4|4|0|satisfied|386|False
Female|Loyal Customer|48.0|Business travel|Business|402|4|4|4|0|satisfied|387|False
Female|Loyal Customer|43.0|Business travel|Business|3946|3|4|4|0|satisfied|388|False
Female|Loyal Customer|35.0|Business travel|Business|337|2|4|4|54|satisfied|389|False
Female|Loyal Customer|32.0|Business travel|Business|2133|4|5|2|0|satisfied|390|False
Male|Loyal Customer|44.0|Personal Travel|Eco|192|4|3|1|0|neutral or dissatisfied|391|False
Male|Loyal Customer|60.0|Personal Travel|Eco|491|5|3|2|22|neutral or dissatisfied|392|False
Female|Loyal Customer|20.0|Personal Travel|Eco|1120|2|2|4|0|neutral or dissatisfied|393|False
Female|Loyal Customer|10.0|Personal Travel|Eco|1440|4|5|3|0|neutral or dissatisfied|394|False
Female|Loyal Customer|51.0|Business travel|Business|140|1|3|3|0|neutral or dissatisfied|395|False
Female|Loyal Customer|22.0|Personal Travel|Eco|451|2|3|5|0|neutral or dissatisfied|396|False
Female|Loyal Customer|42.0|Personal Travel|Eco|798|5|3|1|1|neutral or dissatisfied|397|False
Male|Loyal Customer|32.0|Business travel|Business|3607|5|4|2|0|satisfied|398|False
Male|Loyal Customer|24.0|Personal Travel|Eco|1096|1|5|4|1|neutral or dissatisfied|399|False
Female|Loyal Customer|43.0|Business travel|Business|373|2|5|5|0|satisfied|400|False
Male|Loyal Customer|7.0|Personal Travel|Eco|405|4|3|5|3|neutral or dissatisfied|401|False
Male|Loyal Customer|29.0|Business travel|Business|2542|5|5|2|18|satisfied|402|False
Female|Loyal Customer|48.0|Business travel|Eco Plus|907|5|4|4|0|satisfied|403|False
Male|disloyal Customer|25.0|Business travel|Eco|1258|3|2|3|199|neutral or dissatisfied|404|False
Male|Loyal Customer|25.0|Personal Travel|Eco|550|1|4|2|56|neutral or dissatisfied|405|False
Female|Loyal Customer|35.0|Business travel|Business|602|3|2|2|0|satisfied|406|False
Female|Loyal Customer|57.0|Business travel|Eco|1399|4|2|2|3|neutral or dissatisfied|407|False
Male|Loyal Customer|52.0|Business travel|Business|3245|2|5|5|93|satisfied|408|False
Female|Loyal Customer|17.0|Business travel|Eco|677|4|4|5|0|satisfied|409|False
Female|Loyal Customer|30.0|Personal Travel|Eco|1616|1|3|2|70|neutral or dissatisfied|410|False
Male|Loyal Customer|38.0|Business travel|Business|1561|2|5|5|0|satisfied|411|False
Female|Loyal Customer|38.0|Business travel|Business|285|1|4|4|0|satisfied|412|False
Female|disloyal Customer|38.0|Business travel|Business|1189|3|5|5|3|neutral or dissatisfied|413|False
Male|disloyal Customer|23.0|Business travel|Eco|1021|3|3|5|0|satisfied|414|False
Female|Loyal Customer|39.0|Business travel|Business|2442|2|4|4|80|satisfied|415|False
Female|Loyal Customer|55.0|Business travel|Business|918|5|1|1|12|neutral or dissatisfied|416|False
Female|disloyal Customer|25.0|Business travel|Business|545|5|4|4|0|neutral or dissatisfied|417|False
Male|Loyal Customer|59.0|Business travel|Business|459|4|4|4|0|neutral or dissatisfied|418|False
Female|Loyal Customer|9.0|Personal Travel|Eco Plus|804|1|5|2|0|neutral or dissatisfied|419|False
Female|disloyal Customer|26.0|Business travel|Business|569|3|4|2|96|satisfied|420|False
Male|Loyal Customer|51.0|Business travel|Business|3991|3|4|3|0|satisfied|421|False
Male|Loyal Customer|40.0|Business travel|Business|1620|4|5|5|0|satisfied|422|False
Male|Loyal Customer|56.0|Business travel|Business|1173|4|3|3|0|neutral or dissatisfied|423|False
Female|Loyal Customer|56.0|Personal Travel|Eco|236|5|4|3|57|neutral or dissatisfied|424|False
Female|Loyal Customer|18.0|Personal Travel|Eco|134|3|2|4|0|neutral or dissatisfied|425|False
Female|Loyal Customer|8.0|Personal Travel|Eco Plus|647|2|2|4|0|neutral or dissatisfied|426|False
Male|Loyal Customer|33.0|Business travel|Eco Plus|654|4|4|5|0|satisfied|427|False
Male|Loyal Customer|46.0|Business travel|Business|2623|3|5|5|0|satisfied|428|False
Female|Loyal Customer|41.0|Business travel|Business|209|1|2|2|95|neutral or dissatisfied|429|False
Female|Loyal Customer|36.0|Business travel|Business|257|4|4|4|0|satisfied|430|False
Male|Loyal Customer|26.0|Business travel|Business|1629|5|4|4|0|satisfied|431|False
Female|disloyal Customer|36.0|Business travel|Economy|371|5|4|4|11|neutral or dissatisfied|432|False
Male|Loyal Customer|31.0|Business travel|Business|2201|2|5|3|0|satisfied|433|False
Male|Loyal Customer|24.0|Personal Travel|Eco|836|1|5|4|27|neutral or dissatisfied|434|False
Female|Loyal Customer|39.0|Business travel|Business|3081|2|2|2|7|satisfied|435|False
Female|disloyal Customer|20.0|Business travel|Eco|859|4|3|1|3|neutral or dissatisfied|436|False
Female|Loyal Customer|69.0|Personal Travel|Eco|1055|3|2|2|29|neutral or dissatisfied|437|False
Female|disloyal Customer|27.0|Business travel|Eco|399|5|5|1|0|neutral or dissatisfied|438|False
Female|Loyal Customer|10.0|Business travel|Eco|632|3|3|2|44|neutral or dissatisfied|439|False
Male|Loyal Customer|60.0|Business travel|Business|3626|4|5|5|35|satisfied|440|False
Male|Loyal Customer|44.0|Business travel|Business|833|3|4|4|15|satisfied|441|False
Female|Loyal Customer|68.0|Personal Travel|Economy|1288|4|4|2|6|neutral or dissatisfied|442|False
Male|Loyal Customer|41.0|Business travel|Business|2163|5|3|3|60|neutral or dissatisfied|443|False
Female|Loyal Customer|46.0|Business travel|Eco|645|3|1|2|141|neutral or dissatisfied|444|False
Male|Loyal Customer|54.0|Business travel|Eco|515|3|4|3|44|neutral or dissatisfied|445|False
Female|Loyal Customer|44.0|Business travel|Business|3767|5|2|2|44|neutral or dissatisfied|446|False
Male|disloyal Customer|43.0|Personal Travel|Eco|888|4|4|4|0|satisfied|447|False
Female|disloyal Customer|44.0|Business travel|Business|288|4|4|5|0|satisfied|448|False
Female|disloyal Customer|26.0|Business travel|Business|1024|5|3|2|16|neutral or dissatisfied|449|False
Male|Loyal Customer|48.0|Business travel|Business|3185|5|5|5|0|satisfied|450|False
Male|Loyal Customer|30.0|Business travel|Business|2974|4|3|3|74|satisfied|451|False
Female|Loyal Customer|46.0|Business travel|Business|2981|2|5|5|1|satisfied|452|False
Male|disloyal Customer|23.0|Business travel|Eco|1428|2|4|3|0|neutral or dissatisfied|453|False
Male|Loyal Customer|39.0|Business travel|Business|2454|5|5|5|0|satisfied|454|False
Male|Loyal Customer|24.0|Business travel|Business|3482|4|3|2|0|satisfied|455|False
Female|Loyal Customer|48.0|Personal Travel|Eco|296|4|2|4|0|neutral or dissatisfied|456|False
Male|Loyal Customer|63.0|Personal Travel|Eco|391|5|3|4|0|neutral or dissatisfied|457|False
Male|Loyal Customer|37.0|Business travel|Business|3744|5|4|4|172|satisfied|458|False
Male|Loyal Customer|37.0|Business travel|Business|1558|1|4|3|0|neutral or dissatisfied|459|False
Male|Loyal Customer|57.0|Business travel|Business|1389|5|5|5|0|satisfied|460|False
Male|Loyal Customer|21.0|Personal Travel|Eco|1947|1|4|2|0|neutral or dissatisfied|461|False
Male|Loyal Customer|9.0|Business travel|Eco|776|2|1|1|16|neutral or dissatisfied|462|False
Female|Loyal Customer|24.0|Business travel|Business|3536|4|3|5|0|satisfied|463|False
Male|disloyal Customer|36.0|Business travel|Business|414|3|4|2|0|neutral or dissatisfied|464|False
Male|Loyal Customer|44.0|Business travel|Business|3165|4|4|4|0|satisfied|465|False
Female|Loyal Customer|49.0|Business travel|Business|1600|4|0|1|0|neutral or dissatisfied|466|False
Male|Loyal Customer|42.0|Business travel|Business|3605|3|4|4|0|satisfied|467|False
Female|Loyal Customer|52.0|Personal Travel|Eco|247|5|5|0|0|satisfied|468|False
Male|Loyal Customer|52.0|Business travel|Eco|550|2|3|5|0|neutral or dissatisfied|469|False
Male|Loyal Customer|20.0|Personal Travel|Eco|446|1|3|4|0|neutral or dissatisfied|470|False
Male|Loyal Customer|47.0|Business travel|Business|728|1|5|5|0|satisfied|471|False
Male|Loyal Customer|45.0|Business travel|Business|3692|1|2|2|63|neutral or dissatisfied|472|False
Female|Loyal Customer|44.0|Business travel|Business|3979|3|4|4|0|satisfied|473|False
Female|Loyal Customer|47.0|Business travel|Business|3546|4|2|2|19|neutral or dissatisfied|474|False
Female|Loyal Customer|57.0|Business travel|Business|177|1|5|5|91|satisfied|475|False
Female|Loyal Customer|34.0|Business travel|Business|760|4|3|3|6|satisfied|476|False
Female|Loyal Customer|26.0|Business travel|Eco|2378|4|3|2|4|satisfied|477|False
Female|Loyal Customer|45.0|Business travel|Business|228|3|3|3|0|satisfied|478|False
Female|Loyal Customer|33.0|Business travel|Business|163|2|4|5|0|satisfied|479|False
Male|disloyal Customer|22.0|Business travel|Eco|251|2|4|2|0|neutral or dissatisfied|480|False
Male|Loyal Customer|51.0|Business travel|Business|406|5|4|4|9|satisfied|481|False
Male|Loyal Customer|60.0|Personal Travel|Eco|624|4|2|5|175|satisfied|482|False
Male|Loyal Customer|40.0|Business travel|Business|3764|4|4|5|16|satisfied|483|False
Male|Loyal Customer|62.0|Business travel|Eco|696|2|2|5|24|neutral or dissatisfied|484|False
Female|Loyal Customer|68.0|Personal Travel|Eco|746|5|2|3|27|neutral or dissatisfied|485|False
Male|Loyal Customer|38.0|Business travel|Business|2930|2|2|2|7|neutral or dissatisfied|486|False
Male|Loyal Customer|44.0|Business travel|Business|192|3|5|5|23|satisfied|487|False
Male|Loyal Customer|11.0|Personal Travel|Eco|507|1|4|4|11|neutral or dissatisfied|488|False
Female|Loyal Customer|33.0|Personal Travel|Eco|226|2|3|4|0|neutral or dissatisfied|489|False
Female|Loyal Customer|10.0|Personal Travel|Eco Plus|338|5|4|2|0|neutral or dissatisfied|490|False
Male|Loyal Customer|51.0|Business travel|Eco Plus|380|2|1|1|16|satisfied|491|False
Male|Loyal Customer|34.0|Business travel|Business|3144|3|5|5|3|satisfied|492|False
Male|Loyal Customer|69.0|Business travel|Business|3714|1|4|4|0|neutral or dissatisfied|493|False
Female|Loyal Customer|49.0|Business travel|Business|90|3|4|4|0|satisfied|494|False
